               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.025653,           0.0091527,           0.0041781,             0.99459,                   1,               0.995,             0.73051,            0.021012,           0.0051657,           0.0011685,            0.005116,            0.005116,            0.005116
                 150,            0.025365,            0.009283,           0.0041591,             0.99617,                   1,               0.995,             0.80015,            0.018136,           0.0050852,           0.0011181,            0.005083,            0.005083,            0.005083
                 151,            0.025478,            0.008988,           0.0034966,             0.99357,                   1,               0.995,             0.71239,            0.022316,           0.0051157,           0.0011504,             0.00505,             0.00505,             0.00505
                 152,            0.024618,           0.0093937,           0.0039376,             0.99593,                   1,               0.995,             0.75947,            0.018998,            0.004977,           0.0011929,            0.005017,            0.005017,            0.005017
                 153,            0.026312,           0.0089694,           0.0042481,             0.99746,                   1,               0.995,             0.78032,            0.022439,            0.005048,           0.0011922,            0.004984,            0.004984,            0.004984
                 154,            0.026846,           0.0097401,           0.0042082,              0.9962,                   1,               0.995,             0.77288,            0.019264,            0.005003,           0.0011738,            0.004951,            0.004951,            0.004951
                 155,            0.026672,           0.0095599,           0.0038143,             0.99393,                   1,               0.995,             0.73986,            0.019621,           0.0049903,            0.001176,            0.004918,            0.004918,            0.004918
                 156,            0.027021,           0.0096376,           0.0036554,             0.99532,             0.99986,               0.995,             0.75594,            0.020774,           0.0048475,           0.0012367,            0.004885,            0.004885,            0.004885
                 157,            0.026906,            0.010252,           0.0035123,             0.99251,                   1,               0.995,             0.76777,            0.018432,           0.0049041,           0.0012319,            0.004852,            0.004852,            0.004852
                 158,            0.026647,           0.0097907,           0.0060356,             0.98882,                   1,               0.995,             0.72467,            0.021175,           0.0049499,           0.0012652,            0.004819,            0.004819,            0.004819
                 159,            0.025524,            0.009844,           0.0053915,             0.98822,                   1,               0.995,             0.76508,             0.01994,            0.004883,            0.001354,            0.004786,            0.004786,            0.004786
                 160,            0.026204,           0.0095278,           0.0039367,             0.98699,              0.9999,               0.995,             0.80718,            0.016384,           0.0048037,           0.0013293,            0.004753,            0.004753,            0.004753
                 161,            0.022462,           0.0090266,           0.0030638,             0.99326,                   1,               0.995,             0.82598,            0.016114,           0.0048512,           0.0013206,             0.00472,             0.00472,             0.00472
                 162,             0.02469,           0.0094227,           0.0033455,             0.99381,                   1,               0.995,             0.78899,            0.017597,           0.0049803,           0.0012065,            0.004687,            0.004687,            0.004687
                 163,            0.025349,           0.0099734,           0.0049263,             0.98778,                   1,               0.995,             0.81129,            0.018287,           0.0050289,           0.0011291,            0.004654,            0.004654,            0.004654
                 164,            0.026073,            0.009458,           0.0035788,             0.98658,             0.99994,               0.995,             0.79651,            0.018088,           0.0049343,           0.0010671,            0.004621,            0.004621,            0.004621
                 165,            0.026091,           0.0088679,           0.0050496,             0.98813,                   1,               0.995,             0.78799,            0.018333,           0.0050406,           0.0010519,            0.004588,            0.004588,            0.004588
                 166,            0.024361,           0.0095926,           0.0035847,             0.99174,                   1,               0.995,             0.82126,            0.016867,           0.0047553,           0.0010383,            0.004555,            0.004555,            0.004555
                 167,            0.025263,            0.010238,           0.0050034,             0.99239,                   1,               0.995,             0.78358,            0.017154,           0.0047175,           0.0011555,            0.004522,            0.004522,            0.004522
                 168,            0.023617,            0.008874,           0.0034818,             0.99198,                   1,               0.995,             0.76979,             0.01881,           0.0048219,           0.0013342,            0.004489,            0.004489,            0.004489
                 169,             0.02517,           0.0091124,           0.0049721,             0.99251,                   1,               0.995,             0.73521,             0.02264,           0.0049772,           0.0012002,            0.004456,            0.004456,            0.004456
                 170,            0.026669,           0.0087163,           0.0038387,             0.99432,             0.99994,               0.995,             0.81825,            0.018873,           0.0049148,           0.0011023,            0.004423,            0.004423,            0.004423
                 171,            0.024107,            0.009457,           0.0037279,             0.99456,                   1,               0.995,             0.77064,            0.018988,            0.004912,           0.0011039,             0.00439,             0.00439,             0.00439
                 172,            0.025398,           0.0092624,           0.0031283,             0.99111,                   1,               0.995,             0.80157,            0.019559,           0.0048127,           0.0010695,            0.004357,            0.004357,            0.004357
                 173,            0.025083,           0.0091621,           0.0043294,             0.99539,             0.99985,               0.995,             0.76372,            0.020056,           0.0048922,           0.0011249,            0.004324,            0.004324,            0.004324
                 174,            0.022192,           0.0087829,           0.0037998,              0.9948,             0.99985,               0.995,             0.80911,            0.018313,           0.0048621,           0.0011562,            0.004291,            0.004291,            0.004291
                 175,            0.023703,           0.0090179,           0.0032584,             0.99473,                   1,               0.995,             0.72279,            0.022986,           0.0049988,           0.0012083,            0.004258,            0.004258,            0.004258
                 176,             0.02494,           0.0092155,           0.0033897,             0.99643,                   1,               0.995,             0.80939,            0.018649,           0.0047782,           0.0012329,            0.004225,            0.004225,            0.004225
                 177,            0.022868,           0.0089071,           0.0033396,             0.99674,                   1,               0.995,              0.7566,            0.021665,           0.0047625,           0.0012387,            0.004192,            0.004192,            0.004192
                 178,            0.025663,           0.0086406,           0.0046701,             0.99582,                   1,               0.995,             0.75196,            0.020347,           0.0045128,           0.0012262,            0.004159,            0.004159,            0.004159
                 179,            0.024309,           0.0091559,           0.0045368,             0.99683,                   1,               0.995,             0.79722,             0.01721,           0.0044509,           0.0011186,            0.004126,            0.004126,            0.004126
                 180,            0.024192,            0.008723,           0.0041291,             0.99924,             0.99994,               0.995,             0.72674,            0.020148,           0.0047294,          0.00097671,            0.004093,            0.004093,            0.004093
                 181,            0.022706,           0.0088216,            0.002442,              0.9939,                   1,               0.995,              0.6999,            0.024317,           0.0048168,          0.00090631,             0.00406,             0.00406,             0.00406
                 182,            0.025073,           0.0096637,           0.0034305,             0.99514,                   1,               0.995,             0.83147,            0.015611,            0.004578,          0.00090273,            0.004027,            0.004027,            0.004027
                 183,            0.023607,           0.0092447,           0.0031368,             0.99392,             0.99992,               0.995,              0.8326,            0.016174,           0.0046139,          0.00086171,            0.003994,            0.003994,            0.003994
                 184,            0.023445,             0.00868,           0.0025203,             0.98385,             0.99997,               0.995,             0.79491,            0.016411,           0.0045782,          0.00090915,            0.003961,            0.003961,            0.003961
                 185,            0.024388,           0.0088675,           0.0039494,             0.98901,             0.99982,               0.995,             0.79459,            0.016335,           0.0047116,          0.00099298,            0.003928,            0.003928,            0.003928
                 186,             0.02205,           0.0080832,           0.0034268,             0.99101,                   1,               0.995,               0.837,            0.015517,           0.0045184,           0.0009468,            0.003895,            0.003895,            0.003895
                 187,            0.024751,           0.0088022,           0.0040269,             0.99391,             0.99992,               0.995,             0.80201,            0.016805,           0.0047419,          0.00093464,            0.003862,            0.003862,            0.003862
                 188,            0.023512,           0.0084808,           0.0037336,             0.99161,                   1,               0.995,             0.79115,            0.015382,           0.0046056,          0.00096823,            0.003829,            0.003829,            0.003829
                 189,            0.021049,           0.0083634,           0.0029859,             0.99155,                   1,               0.995,             0.80689,            0.016076,           0.0046687,          0.00097536,            0.003796,            0.003796,            0.003796
                 190,             0.02261,           0.0090501,              0.0043,             0.99055,             0.99985,               0.995,              0.8078,            0.017304,           0.0044542,          0.00094821,            0.003763,            0.003763,            0.003763
                 191,            0.024821,           0.0087212,           0.0044248,             0.99202,                   1,               0.995,             0.78355,            0.017268,           0.0045529,          0.00093347,             0.00373,             0.00373,             0.00373
                 192,            0.024193,           0.0098732,           0.0025604,               0.994,                   1,               0.995,             0.76815,            0.016407,           0.0045521,          0.00095986,            0.003697,            0.003697,            0.003697
                 193,            0.023695,           0.0091409,           0.0032979,             0.99421,             0.99992,               0.995,             0.83917,            0.015552,           0.0044588,          0.00095257,            0.003664,            0.003664,            0.003664
                 194,            0.023018,           0.0087213,           0.0036717,             0.99292,                   1,               0.995,             0.78243,            0.017089,           0.0045967,          0.00093955,            0.003631,            0.003631,            0.003631
                 195,            0.023459,           0.0098862,           0.0029258,             0.99126,             0.99997,               0.995,              0.8147,            0.016304,           0.0045258,          0.00091245,            0.003598,            0.003598,            0.003598
                 196,            0.022897,           0.0086951,           0.0046277,             0.98876,                   1,               0.995,             0.82199,            0.016814,           0.0045465,          0.00086001,            0.003565,            0.003565,            0.003565
                 197,            0.021124,           0.0090106,           0.0030461,             0.98696,                   1,               0.995,              0.8483,            0.015737,           0.0044456,          0.00083596,            0.003532,            0.003532,            0.003532
                 198,            0.022822,           0.0084577,           0.0033949,             0.98572,             0.99986,               0.995,             0.83994,             0.01537,           0.0046338,          0.00080797,            0.003499,            0.003499,            0.003499
                 199,            0.023121,           0.0083151,           0.0031784,             0.98327,             0.99986,               0.995,             0.80375,            0.018226,           0.0046763,          0.00080916,            0.003466,            0.003466,            0.003466
                 200,            0.022569,           0.0089038,           0.0027916,             0.98059,                   1,               0.995,             0.78817,             0.01701,           0.0045889,          0.00085188,            0.003433,            0.003433,            0.003433
                 201,            0.023695,           0.0090682,           0.0032589,             0.98202,                   1,               0.995,             0.83118,            0.015723,           0.0044913,          0.00088957,              0.0034,              0.0034,              0.0034
                 202,            0.021922,           0.0092292,           0.0036383,             0.98862,                   1,               0.995,             0.80609,            0.016343,           0.0044643,          0.00089959,            0.003367,            0.003367,            0.003367
                 203,            0.022259,           0.0094726,           0.0040931,             0.99296,                   1,               0.995,             0.81983,            0.015128,           0.0042547,          0.00085157,            0.003334,            0.003334,            0.003334
                 204,            0.020494,           0.0080628,           0.0029612,             0.99452,                   1,               0.995,             0.82811,            0.015298,           0.0043044,          0.00081502,            0.003301,            0.003301,            0.003301
                 205,            0.020977,           0.0082893,           0.0025296,             0.99625,                   1,               0.995,             0.83888,            0.015394,           0.0043297,          0.00078338,            0.003268,            0.003268,            0.003268
                 206,            0.021771,           0.0088793,           0.0027897,             0.99612,                   1,               0.995,             0.81413,            0.016247,           0.0043123,          0.00078387,            0.003235,            0.003235,            0.003235
                 207,             0.02219,            0.008502,           0.0024066,             0.99783,                   1,               0.995,             0.82016,            0.015535,           0.0043235,          0.00081124,            0.003202,            0.003202,            0.003202
                 208,            0.022002,           0.0093308,           0.0030802,              0.9967,                   1,               0.995,             0.85856,            0.014757,           0.0042223,          0.00079695,            0.003169,            0.003169,            0.003169
                 209,            0.021018,           0.0080042,            0.002852,             0.99642,                   1,               0.995,             0.84426,            0.014589,           0.0041734,          0.00079894,            0.003136,            0.003136,            0.003136
                 210,            0.021019,           0.0097649,            0.002282,             0.99611,                   1,               0.995,             0.82967,            0.014184,              0.0041,          0.00076726,            0.003103,            0.003103,            0.003103
                 211,            0.021828,           0.0082189,           0.0032159,             0.99359,                   1,               0.995,             0.81589,            0.015248,           0.0041601,          0.00075807,             0.00307,             0.00307,             0.00307
                 212,            0.020623,           0.0085074,            0.003079,             0.99186,                   1,               0.995,             0.82984,            0.015576,           0.0041381,          0.00076601,            0.003037,            0.003037,            0.003037
                 213,             0.02077,           0.0084351,           0.0019542,             0.99405,             0.99986,               0.995,             0.82512,            0.015821,           0.0042528,          0.00076408,            0.003004,            0.003004,            0.003004
                 214,            0.020966,           0.0085128,           0.0026568,             0.99353,                   1,               0.995,             0.84915,            0.015729,           0.0042466,          0.00074618,            0.002971,            0.002971,            0.002971
                 215,            0.021821,           0.0088335,           0.0030321,             0.99785,                   1,               0.995,             0.83288,            0.016073,           0.0043317,          0.00072368,            0.002938,            0.002938,            0.002938
                 216,            0.021546,           0.0088117,           0.0021837,             0.99619,             0.99986,               0.995,             0.82895,            0.015398,           0.0043275,          0.00072536,            0.002905,            0.002905,            0.002905
                 217,              0.0197,           0.0081002,           0.0017564,             0.99482,                   1,               0.995,             0.83804,            0.016131,           0.0044186,          0.00071531,            0.002872,            0.002872,            0.002872
                 218,            0.023238,           0.0082224,           0.0034928,             0.99505,                   1,               0.995,             0.83389,            0.016286,           0.0044869,          0.00074159,            0.002839,            0.002839,            0.002839
                 219,            0.021113,           0.0082599,           0.0030329,             0.99672,                   1,               0.995,             0.83386,            0.015127,           0.0044896,          0.00075726,            0.002806,            0.002806,            0.002806
                 220,             0.02049,           0.0091011,           0.0029576,             0.99476,                   1,               0.995,             0.84676,            0.014965,           0.0044609,          0.00074635,            0.002773,            0.002773,            0.002773
                 221,             0.01979,           0.0081919,           0.0018721,             0.99384,                   1,               0.995,             0.83131,            0.015639,           0.0044672,          0.00073484,             0.00274,             0.00274,             0.00274
                 222,             0.02071,           0.0082977,           0.0027552,             0.99395,                   1,               0.995,             0.82982,             0.01419,           0.0043273,          0.00073099,            0.002707,            0.002707,            0.002707
                 223,             0.02115,           0.0092194,           0.0029193,             0.99492,                   1,               0.995,             0.83888,            0.014992,           0.0042639,          0.00072162,            0.002674,            0.002674,            0.002674
                 224,            0.021608,           0.0082809,           0.0027313,             0.99397,                   1,               0.995,             0.82496,            0.015724,            0.004259,          0.00072269,            0.002641,            0.002641,            0.002641
                 225,             0.02056,           0.0090565,           0.0019151,             0.99306,                   1,               0.995,              0.8331,            0.015288,           0.0041795,          0.00069755,            0.002608,            0.002608,            0.002608
                 226,            0.019003,           0.0084646,           0.0030091,             0.99187,             0.99996,               0.995,             0.85868,            0.014865,           0.0040378,          0.00067387,            0.002575,            0.002575,            0.002575
                 227,            0.020328,           0.0084038,           0.0030268,             0.99013,             0.99992,               0.995,             0.85554,            0.014876,           0.0040705,          0.00063463,            0.002542,            0.002542,            0.002542
                 228,            0.018836,           0.0086874,           0.0023281,             0.99138,                   1,               0.995,             0.84708,            0.014807,           0.0040884,          0.00064646,            0.002509,            0.002509,            0.002509
                 229,            0.019017,           0.0088426,           0.0026879,             0.99304,                   1,               0.995,             0.84261,            0.014272,            0.004023,          0.00064304,            0.002476,            0.002476,            0.002476
                 230,            0.020033,           0.0081118,           0.0019343,             0.99273,                   1,               0.995,             0.85327,            0.013687,           0.0039932,           0.0006092,            0.002443,            0.002443,            0.002443
                 231,            0.020155,           0.0082434,           0.0028381,             0.99429,                   1,               0.995,              0.8439,            0.014802,           0.0041268,          0.00059881,             0.00241,             0.00241,             0.00241
                 232,            0.021675,           0.0081986,           0.0027062,             0.99213,                   1,               0.995,             0.86606,            0.015497,           0.0039909,          0.00060371,            0.002377,            0.002377,            0.002377
                 233,            0.020877,           0.0085549,            0.003707,             0.99116,                   1,               0.995,             0.85158,            0.013438,           0.0040308,          0.00061113,            0.002344,            0.002344,            0.002344
                 234,            0.020084,           0.0091107,           0.0027368,             0.99143,                   1,               0.995,             0.86664,            0.014279,           0.0040135,          0.00061625,            0.002311,            0.002311,            0.002311
                 235,            0.019251,           0.0082544,           0.0024367,             0.99325,                   1,               0.995,             0.84516,             0.01366,           0.0040283,            0.000615,            0.002278,            0.002278,            0.002278
                 236,            0.021084,           0.0074555,           0.0039022,             0.99208,                   1,               0.995,             0.85483,            0.014879,           0.0041284,          0.00064455,            0.002245,            0.002245,            0.002245
                 237,            0.018506,           0.0080809,           0.0016959,             0.99279,                   1,               0.995,             0.83192,             0.01551,           0.0041254,          0.00065825,            0.002212,            0.002212,            0.002212
                 238,            0.020158,           0.0084157,            0.001828,             0.99401,             0.99999,               0.995,             0.83985,            0.015865,            0.004104,          0.00066457,            0.002179,            0.002179,            0.002179
                 239,            0.019002,           0.0079853,           0.0015646,             0.99321,                   1,               0.995,             0.84678,            0.015468,           0.0040957,          0.00067462,            0.002146,            0.002146,            0.002146
                 240,            0.020083,           0.0082796,           0.0024737,             0.99169,                   1,               0.995,             0.86923,            0.013824,           0.0040983,          0.00067826,            0.002113,            0.002113,            0.002113
                 241,            0.020433,           0.0091144,           0.0032604,             0.99058,             0.99985,               0.995,             0.85741,            0.013752,           0.0040787,          0.00067743,             0.00208,             0.00208,             0.00208
                 242,            0.020395,           0.0079203,           0.0025873,             0.99202,                   1,               0.995,             0.84206,            0.013475,           0.0039966,          0.00066378,            0.002047,            0.002047,            0.002047
                 243,            0.018785,           0.0078473,           0.0017186,             0.99156,                   1,               0.995,             0.84984,            0.014374,           0.0039937,          0.00064916,            0.002014,            0.002014,            0.002014
                 244,            0.020137,           0.0083118,           0.0035017,              0.9905,             0.99987,               0.995,              0.8317,             0.01354,           0.0040471,          0.00065463,            0.001981,            0.001981,            0.001981
                 245,            0.019005,           0.0082148,           0.0021964,             0.99368,                   1,               0.995,             0.84183,             0.01376,           0.0041097,          0.00063933,            0.001948,            0.001948,            0.001948
                 246,            0.017954,           0.0081046,           0.0019982,             0.99331,                   1,               0.995,             0.85439,            0.013277,           0.0040603,          0.00062624,            0.001915,            0.001915,            0.001915
                 247,            0.019451,           0.0082987,           0.0027641,             0.99237,                   1,               0.995,             0.85064,             0.01359,           0.0040327,          0.00063779,            0.001882,            0.001882,            0.001882
                 248,             0.01767,           0.0075349,           0.0015953,              0.9931,                   1,               0.995,             0.85421,             0.01306,           0.0039715,          0.00064242,            0.001849,            0.001849,            0.001849
                 249,            0.019465,           0.0089125,           0.0031525,              0.9934,                   1,               0.995,             0.85142,            0.012835,           0.0038987,          0.00063936,            0.001816,            0.001816,            0.001816
                 250,            0.018477,           0.0075649,           0.0029724,             0.99259,                   1,               0.995,             0.85874,            0.012622,           0.0038843,          0.00061866,            0.001783,            0.001783,            0.001783
                 251,            0.018249,           0.0078767,           0.0018558,             0.99247,             0.99988,               0.995,             0.84839,            0.012774,            0.003937,          0.00060037,             0.00175,             0.00175,             0.00175
                 252,            0.018508,           0.0082833,           0.0023523,             0.99199,                   1,               0.995,             0.84432,            0.012569,           0.0038834,          0.00058337,            0.001717,            0.001717,            0.001717
                 253,            0.018737,           0.0084741,           0.0022996,                0.99,                   1,               0.995,             0.84536,            0.012255,           0.0038766,          0.00056469,            0.001684,            0.001684,            0.001684
                 254,             0.01778,           0.0080521,           0.0020228,             0.98919,                   1,               0.995,             0.85996,            0.012458,           0.0039439,          0.00056151,            0.001651,            0.001651,            0.001651
                 255,             0.01766,            0.007397,           0.0013263,             0.98777,                   1,               0.995,             0.86697,            0.012886,           0.0039325,          0.00055517,            0.001618,            0.001618,            0.001618
                 256,            0.017977,           0.0081359,           0.0026521,             0.98767,             0.99988,               0.995,             0.86304,            0.012835,           0.0039044,          0.00054737,            0.001585,            0.001585,            0.001585
                 257,            0.017348,            0.008249,           0.0015919,             0.98749,             0.99987,               0.995,             0.87264,            0.012815,           0.0038709,          0.00054247,            0.001552,            0.001552,            0.001552
                 258,            0.018052,           0.0071686,           0.0018117,              0.9896,                   1,               0.995,              0.8755,            0.011903,           0.0038105,          0.00054023,            0.001519,            0.001519,            0.001519
                 259,            0.018881,           0.0078881,           0.0022462,             0.99218,             0.99986,               0.995,              0.8815,             0.01189,           0.0037562,          0.00052989,            0.001486,            0.001486,            0.001486
                 260,            0.017588,           0.0079505,           0.0014997,             0.99363,                   1,               0.995,              0.8919,             0.01217,           0.0037994,          0.00051752,            0.001453,            0.001453,            0.001453
                 261,            0.019091,            0.008533,           0.0041346,             0.99522,                   1,               0.995,             0.86111,            0.013077,           0.0038755,           0.0005116,             0.00142,             0.00142,             0.00142
                 262,            0.017284,           0.0080947,           0.0013628,             0.99532,                   1,               0.995,             0.85584,            0.013588,           0.0039479,          0.00050637,            0.001387,            0.001387,            0.001387
                 263,            0.017336,           0.0078475,           0.0016298,             0.99558,                   1,               0.995,             0.87426,            0.012919,           0.0038744,          0.00049762,            0.001354,            0.001354,            0.001354
                 264,            0.018257,           0.0078395,           0.0033716,             0.99497,                   1,               0.995,             0.85164,            0.014397,           0.0038844,          0.00048454,            0.001321,            0.001321,            0.001321
                 265,            0.017449,           0.0074915,           0.0017152,             0.99601,             0.99982,               0.995,             0.84461,            0.014659,           0.0038747,          0.00047099,            0.001288,            0.001288,            0.001288
                 266,            0.019434,           0.0081563,             0.00374,             0.99562,                   1,               0.995,             0.83311,            0.015252,           0.0039235,           0.0004686,            0.001255,            0.001255,            0.001255
                 267,            0.017685,           0.0082699,           0.0013321,             0.99572,                   1,               0.995,             0.86476,             0.01407,           0.0038487,          0.00046732,            0.001222,            0.001222,            0.001222
                 268,             0.01905,           0.0073277,           0.0031438,             0.99638,                   1,               0.995,             0.85308,            0.013841,           0.0039435,           0.0004578,            0.001189,            0.001189,            0.001189
                 269,            0.018959,           0.0072048,           0.0022038,             0.99703,                   1,               0.995,             0.84595,            0.013732,           0.0039416,          0.00044866,            0.001156,            0.001156,            0.001156
                 270,            0.018071,           0.0080576,           0.0023384,             0.99588,                   1,               0.995,              0.8502,            0.013444,           0.0039014,          0.00044238,            0.001123,            0.001123,            0.001123
                 271,            0.017602,           0.0077604,           0.0020481,               0.996,                   1,               0.995,             0.85181,            0.013362,           0.0039126,          0.00043454,             0.00109,             0.00109,             0.00109
                 272,            0.017451,           0.0076395,           0.0016146,             0.99643,                   1,               0.995,             0.84664,            0.012501,           0.0038674,          0.00043196,            0.001057,            0.001057,            0.001057
                 273,            0.017486,           0.0077922,           0.0025245,             0.99681,                   1,               0.995,             0.86568,            0.012661,            0.003925,          0.00043234,            0.001024,            0.001024,            0.001024
                 274,            0.017592,           0.0076146,           0.0034191,             0.99601,             0.99989,               0.995,             0.86924,            0.012356,           0.0038227,          0.00043018,            0.000991,            0.000991,            0.000991
                 275,            0.018802,           0.0077805,           0.0022261,             0.99574,                   1,               0.995,             0.85396,            0.012388,           0.0038248,          0.00042878,            0.000958,            0.000958,            0.000958
                 276,            0.017861,           0.0085673,           0.0021655,             0.99489,                   1,               0.995,             0.86904,            0.012534,           0.0038605,          0.00042706,            0.000925,            0.000925,            0.000925
                 277,            0.016784,           0.0076457,           0.0015719,             0.99507,                   1,               0.995,             0.85035,            0.013079,           0.0039467,          0.00042234,            0.000892,            0.000892,            0.000892
                 278,            0.017477,           0.0071617,           0.0020718,             0.99449,             0.99993,               0.995,             0.85706,            0.012736,           0.0038944,          0.00042074,            0.000859,            0.000859,            0.000859
                 279,            0.017432,           0.0070526,           0.0026276,             0.99218,                   1,               0.995,             0.85153,            0.013543,           0.0039229,          0.00042154,            0.000826,            0.000826,            0.000826
                 280,            0.017972,            0.007681,           0.0013729,             0.99032,                   1,               0.995,             0.84967,            0.013331,           0.0039158,          0.00042026,            0.000793,            0.000793,            0.000793
                 281,            0.017495,           0.0081902,           0.0028735,             0.99057,             0.99991,               0.995,              0.8678,             0.01264,           0.0038511,          0.00042131,             0.00076,             0.00076,             0.00076
                 282,            0.017268,           0.0079451,           0.0019833,             0.99152,              0.9999,               0.995,             0.86795,            0.012162,           0.0038059,          0.00042127,            0.000727,            0.000727,            0.000727
                 283,            0.017827,           0.0077843,           0.0020649,             0.99237,                   1,               0.995,             0.86674,            0.011984,           0.0037751,          0.00041839,            0.000694,            0.000694,            0.000694
                 284,            0.016712,           0.0078934,           0.0016256,             0.99301,                   1,               0.995,             0.87226,            0.012392,           0.0038125,          0.00041599,            0.000661,            0.000661,            0.000661
                 285,            0.016907,           0.0085779,           0.0023717,             0.99327,                   1,               0.995,             0.87301,            0.012204,           0.0038233,          0.00041335,            0.000628,            0.000628,            0.000628
                 286,             0.01712,           0.0080821,           0.0019783,             0.99416,                   1,               0.995,              0.8594,            0.011876,           0.0037961,          0.00041501,            0.000595,            0.000595,            0.000595
                 287,            0.016146,           0.0076003,           0.0010469,             0.99363,                   1,               0.995,             0.86246,            0.011764,           0.0037682,          0.00041425,            0.000562,            0.000562,            0.000562
                 288,             0.01611,           0.0065353,           0.0011215,             0.99306,                   1,               0.995,             0.88532,            0.011596,           0.0037635,          0.00041326,            0.000529,            0.000529,            0.000529
                 289,            0.017051,           0.0078925,           0.0019482,              0.9932,                   1,               0.995,             0.87861,            0.011552,           0.0037892,          0.00041028,            0.000496,            0.000496,            0.000496
                 290,            0.017352,           0.0080187,           0.0025303,             0.99363,                   1,               0.995,              0.8719,            0.011511,           0.0038363,          0.00040708,            0.000463,            0.000463,            0.000463
                 291,            0.016459,           0.0073687,           0.0018403,             0.99292,                   1,               0.995,             0.86332,            0.011804,           0.0038453,          0.00040359,             0.00043,             0.00043,             0.00043
                 292,            0.017062,            0.008022,           0.0018429,             0.99285,             0.99989,               0.995,             0.86998,            0.011897,           0.0038121,          0.00040187,            0.000397,            0.000397,            0.000397
                 293,            0.016651,           0.0071448,           0.0022981,             0.99293,                   1,               0.995,             0.86536,            0.011884,           0.0037644,          0.00040071,            0.000364,            0.000364,            0.000364
                 294,            0.017248,           0.0081286,           0.0027742,             0.99341,                   1,               0.995,             0.86578,             0.01191,           0.0037262,          0.00039909,            0.000331,            0.000331,            0.000331
                 295,            0.015304,           0.0075411,           0.0011966,             0.99337,                   1,               0.995,             0.87442,            0.011901,           0.0037134,          0.00039712,            0.000298,            0.000298,            0.000298
                 296,            0.017015,           0.0077437,           0.0024025,             0.99333,                   1,               0.995,             0.88443,            0.011639,           0.0036975,          0.00039457,            0.000265,            0.000265,            0.000265
                 297,            0.015396,           0.0068158,           0.0010254,             0.99314,                   1,               0.995,             0.87615,            0.011369,           0.0036751,          0.00039187,            0.000232,            0.000232,            0.000232
                 298,            0.016444,           0.0073036,           0.0013303,             0.99317,                   1,               0.995,             0.87275,            0.011389,           0.0036757,          0.00039096,            0.000199,            0.000199,            0.000199
                 299,            0.016463,           0.0074829,           0.0014505,             0.99319,             0.99996,               0.995,             0.86642,            0.011484,           0.0036747,          0.00039139,            0.000166,            0.000166,            0.000166
